"U_UCZELNIA_ID";"U_NAZWA_UCZELNI";"U_QS_CONTINUATION_RATE_1617";"U_QS_CONTINUATION_RATE_1718";"U_QS_CONTINUATION_RATE_1819";"U_QS_N_ABS_1ST_1617";"U_QS_N_ABS_2ST_1617";"U_QS_N_ABS_JMGR_1617";"U_QS_N_ABS_DR_1617";"U_QS_N_PRACA_1ST_1617";"U_QS_N_PRACA_2ST_1617";"U_QS_N_PRACA_JMGR_1617";"U_QS_N_PRACA_DR_1617";"U_QS_N_BEZR_1ST_1617";"U_QS_N_BEZR_2ST_1617";"U_QS_N_BEZR_JMGR_1617";"U_QS_N_BEZR_DR_1617";"U_QS_N_STUD_1ST_1617";"U_QS_N_STUD_2ST_1617";"U_QS_N_STUD_JMGR_1617";"U_QS_N_STUD_DR_1617";"U_QS_N_UNABLE_1ST_1617";"U_QS_N_UNABLE_2ST_1617";"U_QS_N_UNABLE_JMGR_1617";"U_QS_N_UNABLE_DR_1617";"U_QS_N_ABS_1ST_1718";"U_QS_N_ABS_2ST_1718";"U_QS_N_ABS_JMGR_1718";"U_QS_N_ABS_DR_1718";"U_QS_N_PRACA_1ST_1718";"U_QS_N_PRACA_2ST_1718";"U_QS_N_PRACA_JMGR_1718";"U_QS_N_PRACA_DR_1718";"U_QS_N_BEZR_1ST_1718";"U_QS_N_BEZR_2ST_1718";"U_QS_N_BEZR_JMGR_1718";"U_QS_N_BEZR_DR_1718";"U_QS_N_STUD_1ST_1718";"U_QS_N_STUD_2ST_1718";"U_QS_N_STUD_JMGR_1718";"U_QS_N_STUD_DR_1718";"U_QS_N_UNABLE_1ST_1718";"U_QS_N_UNABLE_2ST_1718";"U_QS_N_UNABLE_JMGR_1718";"U_QS_N_UNABLE_DR_1718";"U_QS_N_ABS_1ST_1819";"U_QS_N_ABS_2ST_1819";"U_QS_N_ABS_JMGR_1819";"U_QS_N_ABS_DR_1819";"U_QS_N_PRACA_1ST_1819";"U_QS_N_PRACA_2ST_1819";"U_QS_N_PRACA_JMGR_1819";"U_QS_N_PRACA_DR_1819";"U_QS_N_BEZR_1ST_1819";"U_QS_N_BEZR_2ST_1819";"U_QS_N_BEZR_JMGR_1819";"U_QS_N_BEZR_DR_1819";"U_QS_N_STUD_1ST_1819";"U_QS_N_STUD_2ST_1819";"U_QS_N_STUD_JMGR_1819";"U_QS_N_STUD_DR_1819";"U_QS_N_UNABLE_1ST_1819";"U_QS_N_UNABLE_2ST_1819";"U_QS_N_UNABLE_JMGR_1819";"U_QS_N_UNABLE_DR_1819";"U_QS_N_ABS_1ST_1920";"U_QS_N_ABS_2ST_1920";"U_QS_N_ABS_JMGR_1920";"U_QS_N_ABS_DR_1920";"U_QS_N_PRACA_1ST_1920";"U_QS_N_PRACA_2ST_1920";"U_QS_N_PRACA_JMGR_1920";"U_QS_N_PRACA_DR_1920";"U_QS_N_BEZR_1ST_1920";"U_QS_N_BEZR_2ST_1920";"U_QS_N_BEZR_JMGR_1920";"U_QS_N_BEZR_DR_1920";"U_QS_N_STUD_1ST_1920";"U_QS_N_STUD_2ST_1920";"U_QS_N_STUD_JMGR_1920";"U_QS_N_STUD_DR_1920";"U_QS_N_UNABLE_1ST_1920";"U_QS_N_UNABLE_2ST_1920";"U_QS_N_UNABLE_JMGR_1920";"U_QS_N_UNABLE_DR_1920";"U_QS_STUDENT_ENTREPRENEURSHIPS_1617";"U_QS_STUDENT_ENTREPRENEURSHIPS_1718";"U_QS_STUDENT_ENTREPRENEURSHIPS_1819";"U_QS_STUDENT_ENTREPRENEURSHIPS_1920";"U_GRUP_UNEMPLOYMENT_1ST_1617";"U_GRUP_UNEMPLOYMENT_MGR_1617";"U_GRUP_UNEMPLOYMENT_DR_1617";"U_GRUP_UNEMPLOYMENT_1ST_1718";"U_GRUP_UNEMPLOYMENT_MGR_1718";"U_GRUP_UNEMPLOYMENT_DR_1718";"U_GRUP_UNEMPLOYMENT_1ST_1819";"U_GRUP_UNEMPLOYMENT_MGR_1819";"U_GRUP_UNEMPLOYMENT_DR_1819";"U_GRUP_UNEMPLOYMENT_1ST_1920";"U_GRUP_UNEMPLOYMENT_MGR_1920";"U_GRUP_UNEMPLOYMENT_DR_1920";"U_UMULTI_UNEMPLOYMENT_1ST_1617";"U_UMULTI_UNEMPLOYMENT_2ST_1617";"U_UMULTI_UNEMPLOYMENT_JMGR_1617";"U_UMULTI_UNEMPLOYMENT_1ST_1718";"U_UMULTI_UNEMPLOYMENT_2ST_1718";"U_UMULTI_UNEMPLOYMENT_JMGR_1718";"U_UMULTI_UNEMPLOYMENT_1ST_1819";"U_UMULTI_UNEMPLOYMENT_2ST_1819";"U_UMULTI_UNEMPLOYMENT_JMGR_1819";"U_UMULTI_REGION_1ST_1617";"U_UMULTI_REGION_2ST_1617";"U_UMULTI_REGION_JMGR_1617";"U_UMULTI_REGION_1ST_1718";"U_UMULTI_REGION_2ST_1718";"U_UMULTI_REGION_JMGR_1718";"U_UMULTI_REGION_1ST_1819";"U_UMULTI_REGION_2ST_1819";"U_UMULTI_REGION_JMGR_1819";"U_UMULTI_N_16";"U_UMULTI_N_17";"U_UMULTI_N_18";"U_UMULTI_N_19";"U_UMULTI_N_20";"U_UMULTI_NFIRM_18";"U_UMULTI_NFIRM_19";"U_UMULTI_NFIRM_20";"U_UMULTI_NFIRM_21"
2192;"Górnośląska Wyższa Szkoła Handlowa im. Wojciecha Korfantego w Katowicach";44,6;51,5;54,6;399;249;53;0;303;206;42;0;8;6;3;0;37;3;0;0;2;8;0;0;390;250;74;0;296;211;61;0;6;7;2;0;44;0;0;0;5;5;2;0;368;148;31;0;287;107;24;0;14;6;0;0;42;1;0;0;3;5;0;0;300;122;35;0;232;101;32;0;8;3;1;0;32;1;0;0;4;2;0;0;30;48;36;18;3,5;4;;4,1;1,9;;1,6;3,4;;3,3;6,4;;2,2;1,7;5,7;0,5;3,1;2,7;4;4,3;0;72,8;72,6;78,4;71,9;75,1;73;73,7;59,2;67,7;817;709;672;554;484;78;88;93;60
2193;"Wyższa Szkoła Administracji i Biznesu im. Eugeniusza Kwiatkowskiego w Gdyni";51;53,8;52,4;288;361;60;0;195;304;43;0;3;8;3;0;57;2;2;0;3;7;1;0;314;282;36;0;222;236;25;0;12;4;1;0;51;4;0;0;8;2;1;0;307;254;55;0;206;205;46;0;9;9;3;0;57;1;2;0;4;3;0;0;389;272;47;0;281;219;29;0;11;12;6;0;56;4;0;0;5;5;0;0;43;31;30;41;2,4;4,3;;4,8;3,5;;2,9;2,3;;4,4;4,7;;2,2;2,3;5,6;5,8;1,1;3;5,5;3,7;6,8;61,8;68,2;60;64,6;71,3;58,3;61,9;70,9;74,5;645;764;620;611;762;94;86;67;88
2196;"ALMAMER Szkoła Wyższa z siedzibą w Warszawie";;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;119;0;0;0;0;3;0;0;0
2197;"Śląska Wyższa Szkoła Medyczna w Katowicach";48,9;50;42,3;225;63;0;0;158;51;0;0;9;1;0;0;33;5;0;0;4;0;0;0;254;105;0;0;180;86;0;0;9;5;0;0;44;1;0;0;3;4;0;0;293;218;0;0;211;181;0;0;13;6;0;0;49;3;0;0;2;3;0;0;239;88;0;0;176;72;0;0;5;3;0;0;40;1;0;0;2;5;0;0;44;52;70;40;4,4;3,2;;6,3;6,7;;4,4;5;;9,6;5,7;;3,3;2,1;;3,3;2,5;;6,7;2,9;;64,1;63,5;;67,3;74,3;;64,5;70,5;;325;325;444;396;489;119;119;120;140
2198;"Podkowiańska Wyższa Szkoła Medyczna im. Zofii i Jonasza Łyko w Podkowie Leśnej";84,6;66,7;36,7;13;0;0;0;4;0;0;0;1;0;0;0;7;0;0;0;0;0;0;0;18;0;0;0;12;0;0;0;0;0;0;0;4;0;0;0;1;0;0;0;30;0;0;0;18;0;0;0;2;0;0;0;7;0;0;0;1;0;0;0;10;0;11;0;4;0;9;0;1;0;0;0;3;0;0;0;0;0;0;0;0;3;2;1;15,4;;;5,6;;;6,7;;;0;9,1;;;;;0;;;0;;;15,4;;;27,8;;;33,3;;;11;12;23;30;20;2;6;5;1
2199;"Wyższa Szkoła COSINUS w Łodzi";42,9;63,2;30,4;28;0;0;0;20;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;19;0;0;0;15;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;23;0;0;0;21;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;16;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,1;;;0;;;0;;;6,2;;;6,7;;;22,2;;;0;;;71,4;;;78,9;;;87;;;27;31;19;18;15;0;1;1;0
2202;"Wyższa Szkoła Artystyczna w Warszawie";17,9;18,2;21,4;28;0;0;0;18;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;22;0;0;0;7;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;42;0;0;0;19;0;0;0;4;0;0;0;7;0;0;0;0;0;0;0;28;0;0;0;15;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;3;2;2;3;3,6;;;4,5;;;0;;;3,6;;;0;;;5,6;;;12,1;;;42,9;;;27,3;;;31,7;;;31;28;22;42;28;6;5;5;7
2203;"Wyższa Szkoła Inżynierii Gospodarki w Słupsku";7,1;26,7;11,1;14;0;0;0;11;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;15;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;;;6,7;;;0;;;0;;;0;;;0;;;0;;;71,4;;;60;;;77,8;;;28;19;12;8;8;4;1;1;1
2205;"Wyższa Szkoła Uni-Terra z siedzibą w Poznaniu";41,9;35;25,7;43;0;0;0;31;0;0;0;1;0;0;0;2;0;0;0;2;0;0;0;20;0;0;0;15;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;35;0;0;0;26;0;0;0;1;0;0;0;1;0;0;0;3;0;0;0;72;0;0;0;56;0;0;0;1;0;0;0;8;0;0;0;1;0;0;0;4;5;2;5;2,3;;;0;;;2,9;;;0;;;3,2;;;0;;;0;;;65,1;;;65;;;60;;;53;35;38;21;68;8;7;8;6
2208;"Prywatna Wyższa Szkoła Ochrony Środowiska w Radomiu";42,7;35;51,4;117;48;0;0;100;43;0;0;6;2;0;0;6;2;0;0;3;0;0;0;20;39;0;0;19;34;0;0;0;0;0;0;1;2;0;0;0;1;0;0;74;47;0;0;63;43;0;0;1;0;0;0;7;2;0;0;1;0;0;0;1;34;0;0;1;29;0;0;0;1;0;0;0;0;0;0;0;0;0;0;14;4;5;2;2,6;2,1;;0;0;;0;2,1;;;2,9;;5;0;;0;0;;0;0;;60,3;45,8;;65;31,6;;52,7;19,1;;0;183;54;109;40;15;21;12;7
2213;"Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie";45,7;47,3;46,5;1058;524;342;0;473;375;251;0;21;21;25;0;251;5;3;0;8;6;7;0;980;496;322;0;462;364;247;0;21;9;16;0;200;4;5;0;7;7;1;0;764;483;254;0;359;359;188;0;21;8;10;0;167;5;3;0;3;6;6;0;766;472;216;0;352;355;158;0;18;4;20;0;175;6;2;0;2;7;3;0;139;101;87;84;4,2;8,4;;2,6;6,1;;2,6;6,1;;2,9;4,9;;1,3;4,1;7,6;1,9;1,7;5,1;2,2;1,7;4;36,6;57,3;52,8;37,5;60;43,5;37,5;62,4;45,7;2041;1729;1731;1569;1443;267;229;211;217
2214;"Sopocka Szkoła Wyższa z siedzibą w Sopocie";36,9;35,9;35;141;13;0;0;90;11;0;0;5;0;0;0;20;1;0;0;2;0;0;0;92;22;0;0;65;18;0;0;3;0;0;0;14;0;0;0;1;1;0;0;137;102;0;0;90;52;0;0;5;2;0;0;25;1;0;0;3;2;0;0;87;74;0;0;62;45;0;0;5;3;0;0;9;1;0;0;1;0;0;0;23;17;17;13;6,4;0;;5,4;4,5;;5,1;1;;4,6;6,8;;4,5;0;;5,5;0;;6,3;2,1;;51,8;76,9;;56,5;36,4;;48,9;42,2;;213;159;104;249;166;49;38;35;35
2215;"Wyższa Szkoła Języków Obcych im. Samuela Bogumiła Lindego z siedzibą w Poznaniu";51,5;47,7;48,9;134;49;0;0;72;38;0;0;0;1;0;0;53;5;0;0;1;2;0;0;128;56;0;0;82;45;0;0;1;0;0;0;42;9;0;0;2;1;0;0;137;66;0;0;70;53;0;0;5;0;0;0;41;6;0;0;2;2;0;0;106;45;0;0;65;41;0;0;7;0;0;0;25;1;0;0;2;1;0;0;7;15;14;12;0,7;2;;3,1;3,6;;5,1;0;;3,8;4,4;;0;3,2;;0;0;;4,9;0;;37,3;63,3;;46,5;68,5;;42,3;65,2;;186;197;191;174;165;23;32;31;22
2216;"Wyższa Szkoła Ekonomii i Informatyki w Krakowie";37,4;31,2;26,9;139;0;0;0;110;0;0;0;6;0;0;0;15;0;0;0;2;0;0;0;144;0;0;0;113;0;0;0;2;0;0;0;14;0;0;0;2;0;0;0;167;0;0;0;117;0;0;0;11;0;0;0;14;0;0;0;1;0;0;0;171;0;0;0;145;0;0;0;5;0;0;0;9;0;0;0;2;0;0;0;17;19;13;29;2,2;;;3,5;;;4,2;;;1,8;;;4,5;;;1,9;;;6,7;;;68,6;;;70,8;;;58,8;;;147;128;152;182;179;38;38;48;69
2217;"Wyższa Szkoła Zdrowia, Urody i Edukacji w Poznaniu";42,6;40,9;42,9;272;92;0;0;169;70;0;0;16;7;0;0;53;5;0;0;11;1;0;0;269;77;0;0;164;62;0;0;8;5;0;0;61;1;0;0;11;0;0;0;266;90;0;0;163;68;0;0;17;5;0;0;56;3;0;0;5;3;0;0;336;140;0;0;222;112;0;0;9;9;0;0;65;0;0;0;3;4;0;0;55;65;46;90;6,6;5,4;;5,6;5,2;;3,8;1,1;;3,6;5;;7,7;7,4;;3,9;6,7;;9,1;6;;41,3;45,1;;35,8;48,7;;45,5;50,6;;519;364;346;356;478;171;139;140;157
2218;"Szczecińska Szkoła Wyższa Collegium Balticum w Szczecinie";63,5;62,6;67,4;189;195;0;0;150;166;0;0;6;9;0;0;24;10;0;0;3;6;0;0;107;195;0;0;83;156;0;0;8;5;0;0;6;6;0;0;1;5;0;0;172;299;0;0;138;251;0;0;8;13;0;0;15;1;0;0;4;11;0;0;109;154;0;0;95;133;0;0;2;7;0;0;12;2;0;0;3;4;0;0;12;23;17;7;6,3;5,6;;6,5;2,6;;5,2;3,3;;0,9;2,6;;4,2;3,4;;6,4;3,1;;3,5;3,5;;70,7;77,4;;71,3;76,7;;68,9;77,1;;551;362;349;373;315;39;38;33;28
2219;"Wyższa Szkoła Inżynieryjno-Ekonomiczna w Rzeszowie";43,5;35,1;31,6;92;39;0;0;59;31;0;0;6;2;0;0;13;0;0;0;2;0;0;0;77;75;0;0;58;56;0;0;2;8;0;0;6;0;0;0;0;0;0;0;38;41;0;0;24;28;0;0;6;2;0;0;3;0;0;0;1;2;0;0;31;23;0;0;25;21;0;0;3;0;0;0;0;0;0;0;0;1;0;0;10;9;3;3;12;2,6;;6,5;10,7;;7,9;7,3;;3,2;13;;8,5;5,1;;2;11;;20;5;;56,5;38,5;;67,1;50,7;;52,6;51,2;;165;160;127;68;49;19;23;14;9
2222;"Wyższa Szkoła Zawodowa Kosmetyki i Pielęgnacji Zdrowia w Warszawie";23,5;28,1;;51;40;0;0;29;33;0;0;0;2;0;0;13;0;0;0;0;0;0;0;96;69;0;0;55;53;0;0;3;2;0;0;21;0;0;0;0;3;0;0;2;3;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;31;0;0;3,9;5;;6,2;5,8;;;0;;;;;0;5,1;;5,2;3;;;0;;36;48,7;;32,3;33,3;;;33,3;;89;111;117;0;0;37;44;30;0
2223;"Wyższa Szkoła Biznesu - National Louis University z siedzibą w Nowym Sączu";35;43,1;35,8;160;246;31;0;115;161;27;0;7;10;1;0;13;2;0;0;0;5;0;0;144;148;52;0;94;93;39;0;5;7;4;0;12;3;0;0;4;2;1;0;123;150;49;0;84;107;46;0;5;6;1;0;12;0;0;0;2;1;0;0;137;138;55;0;85;105;45;0;5;7;3;0;14;1;1;0;0;5;1;0;40;16;32;35;5;6,5;;6,2;6,5;;5,7;6;;4,4;5,7;;5,5;3,8;3,3;3,5;4,5;7,7;3,8;4,1;0;65,2;48,1;74,2;59,4;29,7;36,5;63,1;42,1;67,3;581;340;374;291;330;83;56;54;73
2230;"Górnośląska Wyższa Szkoła Przedsiębiorczości im. Karola Goduli w Chorzowie";20,4;20;11,5;108;0;0;0;86;0;0;0;8;0;0;0;1;0;0;0;0;0;0;0;60;0;0;0;45;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;78;0;0;0;61;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;93;0;0;0;76;0;0;0;1;0;0;0;7;0;0;0;0;0;0;0;7;3;6;8;1,9;;;3,3;;;1,3;;;1,1;;;7,8;;;2,1;;;1,4;;;75,2;;;62,1;;;62,3;;;98;93;70;67;99;12;9;10;20
2231;"Powiślańska Szkoła Wyższa w Kwidzynie";37,3;48,1;51,1;244;0;0;0;227;0;0;0;5;0;0;0;5;0;0;0;3;0;0;0;231;0;0;0;219;0;0;0;2;0;0;0;5;0;0;0;1;0;0;0;223;0;0;0;206;0;0;0;3;0;0;0;9;0;0;0;1;0;0;0;166;42;0;0;156;41;0;0;1;0;0;0;6;0;0;0;2;1;0;0;43;62;44;48;2,5;;;0,4;;;0,9;;;0,6;0;;2,5;;;0;;;3;;;48,3;;;43,5;;;33,6;;;170;247;224;206;208;90;103;99;91
2232;"Wyższa Szkoła Integracji Europejskiej w Szczecinie";52,4;55,6;33,3;21;33;0;0;21;31;0;0;0;1;0;0;0;1;0;0;0;1;0;0;27;17;0;0;22;17;0;0;0;0;0;0;2;0;0;0;2;0;0;0;6;17;0;0;6;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;21;0;0;30;20;0;0;2;0;0;0;4;0;0;0;1;0;0;0;0;6;0;11;0;3;;7,4;0;;33,3;0;;10,6;0;;0;9,1;;0;0;;0;0;;85;90,9;;76,9;94,1;;100;81,2;;43;54;47;21;67;1;8;7;12
2233;"Lingwistyczna Szkoła Wyższa w Warszawie";49,1;44,4;40,6;57;52;0;0;38;39;0;0;3;1;0;0;8;1;0;0;1;2;0;0;63;42;0;0;41;34;0;0;1;0;0;0;15;0;0;0;0;2;0;0;96;45;0;0;58;35;0;0;1;1;0;0;16;1;0;0;4;0;0;0;10;1;0;0;5;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;8;11;5;2;5,3;1,9;;6,3;0;;2,1;0;;0;;;0;2;;0;0;;0;0;;42,1;47,1;;42,9;42,5;;30,5;48,9;;85;112;112;141;1;16;19;19;9
2234;"Wyższa Szkoła Kultury Fizycznej i Turystyki im. Haliny Konopackiej w Pruszkowie";55,8;51,6;69,8;52;59;0;0;41;53;0;0;1;2;0;0;7;0;0;0;0;1;0;0;62;54;0;0;53;49;0;0;1;1;0;0;4;0;0;0;1;0;0;0;106;32;0;0;93;30;0;0;1;1;0;0;11;0;0;0;1;0;0;0;104;65;0;0;84;59;0;0;0;0;0;0;12;0;0;0;1;3;0;0;11;10;13;9;3,8;3,4;;4,8;0;;1,9;0;;0;4,6;;4,5;3,5;;0;2;;0;3,1;;49;37,3;;43,3;42,6;;22,6;38,7;;120;111;116;138;175;21;21;25;25
2237;"Wyższa Szkoła Bankowa w Warszawie";32,7;35,9;44,6;147;66;0;0;118;56;0;0;5;3;0;0;10;0;0;0;3;2;0;0;64;36;0;0;50;34;0;0;3;1;0;0;5;0;0;0;0;0;0;0;139;174;0;0;108;152;0;0;3;3;0;0;12;2;0;0;3;4;0;0;196;183;0;0;141;163;0;0;7;6;0;0;16;1;0;0;1;7;0;0;17;8;7;13;3,4;6,1;;3,1;5,6;;3,6;1,1;;3,6;3,8;;4,1;4,7;;4,4;2,9;;1,4;2,1;;47,6;49,2;;43,8;46,9;;49,3;55,8;;237;181;121;310;451;34;30;13;26
2240;"Wyższa Szkoła Kosmetyki i Nauk o Zdrowiu w Łodzi";52,4;38,7;54,5;63;0;0;0;43;0;0;0;7;0;0;0;8;0;0;0;0;0;0;0;31;35;0;0;21;24;0;0;0;1;0;0;4;0;0;0;2;2;0;0;55;43;0;0;41;30;0;0;3;7;0;0;6;1;0;0;0;1;0;0;46;14;0;0;25;7;0;0;2;2;0;0;14;0;0;0;1;0;0;0;16;11;20;6;4,8;;;6,5;5,7;;1,8;2,3;;4,3;0;;12,5;;;0;0;;4,2;13,9;;60,3;;;54,8;65,7;;60;62,8;;44;57;71;91;91;23;27;32;33
2241;"Wyższa Szkoła Przedsiębiorczości imienia Księcia Kazimierza Kujawskiego z siedzibą w Inowrocławiu";34,2;20;30;76;0;0;0;59;0;0;0;5;0;0;0;6;0;0;0;3;0;0;0;50;0;0;0;41;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;50;0;0;0;47;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;12;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;6;1;0;6,6;;;4;;;2;;;0;;;3,9;;;2,4;;;2,7;;;68;;;71,4;;;77,6;;;83;67;83;15;12;13;13;8;0
2242;"Uczelnia Społeczno-Medyczna w Warszawie";;;43,2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74;43;0;0;55;35;0;0;1;2;0;0;17;0;0;0;2;0;0;0;74;98;0;0;54;90;0;0;2;2;0;0;12;4;0;0;1;3;0;0;0;0;12;13;;;;;;;6,8;4,7;;4,1;0;;;;;;;;0;3;;;;;;;;50;51,2;;0;1;0;121;168;1;1;14;28
2244;"Wyższa Szkoła Społeczno-Gospodarcza z siedzibą w Przeworsku";51,3;47,6;37,7;39;0;0;0;28;0;0;0;3;0;0;0;6;0;0;0;0;0;0;0;42;0;0;0;28;0;0;0;2;0;0;0;3;0;0;0;0;0;0;0;61;0;0;0;31;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;82;0;0;0;53;0;0;0;1;0;0;0;4;0;0;0;1;0;0;0;0;1;0;2;0;;;4,8;;;0;;;3,7;;;10,5;;;9,1;;;0;;;69,2;;;61,9;;;48,3;;;87;39;42;62;84;1;2;1;3
2245;"Wyższa Szkoła Humanistyczna we Wrocławiu";34,7;27,1;13;49;0;0;0;26;0;0;0;4;0;0;0;9;0;0;0;1;0;0;0;48;0;0;0;31;0;0;0;1;0;0;0;8;0;0;0;0;0;0;0;46;0;0;0;22;0;0;0;4;0;0;0;4;0;0;0;1;0;0;0;55;0;0;0;30;0;0;0;2;0;0;0;10;0;0;0;0;0;0;0;6;9;4;6;6,1;;;16,7;;;6,5;;;1,8;;;9,4;;;2,9;;;10;;;32,7;;;41,7;;;41,3;;;54;49;48;46;62;16;20;15;15
2246;"Wyższa Szkoła Gospodarki w Bydgoszczy";37,7;43;48,2;613;280;0;0;421;211;0;0;13;8;0;0;74;1;0;0;12;8;0;0;539;268;0;0;391;220;0;0;23;7;0;0;54;4;0;0;11;4;0;0;494;263;0;0;346;194;0;0;19;8;0;0;53;5;0;0;7;1;0;0;539;224;0;0;396;165;0;0;18;12;0;0;46;6;0;0;10;5;0;0;54;41;36;34;4,4;5;;5,8;4,9;;3,6;4,6;;4,1;3,6;;2,4;3;;5,4;2,1;;4,1;3,4;;51,5;32,4;;48,4;24,6;;52,5;27,8;;761;887;796;820;754;97;96;93;91
2247;"Tarnowska Szkoła Wyższa z siedzibą w Tarnowie";48;54,3;56,2;50;0;0;0;38;0;0;0;4;0;0;0;3;0;0;0;0;0;0;0;46;0;0;0;35;0;0;0;2;0;0;0;3;0;0;0;0;0;0;0;48;36;0;0;35;34;0;0;4;0;0;0;4;0;0;0;0;1;0;0;47;47;0;0;40;45;0;0;0;2;0;0;5;0;0;0;0;0;0;0;1;1;4;3;12;;;2,2;;;8,3;2,8;;0;2,1;;16;;;4,8;;;13;0;;68;;;55,8;;;64,6;66,7;;65;51;43;84;103;9;5;4;7
2248;"Wyższa Szkoła Stosunków Międzynarodowych i Komunikacji Społecznej w Chełmie";48,8;65,7;50;43;92;0;0;19;65;0;0;2;8;0;0;10;3;0;0;2;1;0;0;35;70;0;0;21;56;0;0;2;2;0;0;4;2;0;0;1;1;0;0;36;46;0;0;24;31;0;0;4;1;0;0;3;4;0;0;0;1;0;0;29;54;0;0;24;41;0;0;2;2;0;0;2;0;0;0;1;0;0;0;2;4;6;3;2,3;5,4;;5,7;4,3;;8,3;6,5;;3,4;13;;8;2,7;;7,7;1,6;;6,7;0;;39,5;70,3;;57,1;76,8;;61,1;63;;126;114;123;64;88;6;14;5;3
2249;"Bydgoska Szkoła Wyższa w Bydgoszczy";55,1;55,7;47,3;227;196;0;0;176;171;0;0;6;5;0;0;28;0;0;0;6;5;0;0;203;282;0;0;165;235;0;0;4;10;0;0;23;3;0;0;2;12;0;0;146;248;0;0;118;216;0;0;4;7;0;0;12;3;0;0;1;7;0;0;209;306;0;0;185;283;0;0;4;2;0;0;14;2;0;0;5;9;0;0;29;34;41;54;7;2,6;;3,9;4,3;;4,1;3,2;;1,4;1,3;;3,8;2,6;;1,2;3,6;;4,3;3,1;;66,8;66,7;;66,3;58,2;;64,4;61,8;;486;466;454;426;535;86;82;84;106
2251;"Wyższa Szkoła Ubezpieczeń w Krakowie";37,8;35,7;15,2;37;0;0;0;27;0;0;0;2;0;0;0;3;0;0;0;1;0;0;0;42;0;0;0;32;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;33;0;0;0;27;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;1;0;2,7;;;0;;;0;;;;;;7,4;;;0;;;0;;;70,3;;;56,1;;;75;;;0;45;45;22;0;5;7;3;1
2252;"Pomorska Szkoła Wyższa w Starogardzie Gdańskim";50;40,9;42,2;46;0;0;0;39;0;0;0;2;0;0;0;2;0;0;0;1;0;0;0;66;0;0;0;51;0;0;0;2;0;0;0;3;0;0;0;2;0;0;0;83;0;0;0;72;0;0;0;4;0;0;0;4;0;0;0;0;0;0;0;68;0;0;0;54;0;0;0;5;0;0;0;5;0;0;0;2;0;0;0;2;0;2;7;2,2;;;4,5;;;2,4;;;5,9;;;0;;;4,9;;;2;;;80,4;;;77,3;;;86,7;;;0;46;66;83;68;2;2;3;11
2253;"Kujawsko-Pomorska Szkoła Wyższa w Bydgoszczy";43,2;52,8;40,8;294;308;27;0;226;270;25;0;19;8;1;0;16;2;0;0;4;9;0;0;212;228;38;0;169;191;36;0;10;11;1;0;17;0;0;0;6;9;0;0;174;271;25;0;140;234;20;0;7;10;0;0;12;0;0;0;2;8;1;0;167;176;11;0;141;149;8;0;2;6;2;0;10;0;0;0;2;7;0;0;20;24;23;12;5,1;2,7;;3,3;5,6;;5,2;3,7;;5,4;3,2;;6,1;2,3;3,8;4,8;4,9;2,9;4,8;3,7;0;66,1;73,4;74,1;67,5;69,7;86,8;68,4;71,9;72;695;579;488;422;403;49;48;38;33
